claim_number,age_of_driver,safty_rating,annual_income,living_status,vehicle_category,vehicle_price,fraud
29486,72,40,42761,Own,Large,15874.2417,0
26810,48,64,38720,Rent,Large,33872.36755,0
14702,55,83,40084,Rent,Compact,14544.44918,0
13589,62,71,41290,Own,Large,20230.11517,0
4790,45,72,38076,Rent,Large,17896.047619999998,0
17945,37,82,36101,Own,Medium,12952.98102,1
21283,37,53,36083,Own,Large,30410.3563,0
4324,27,68,32951,Rent,Large,22188.11531,0
2277,29,81,33660,Own,Compact,20297.97789,0
15511,52,75,39506,Own,Compact,57111.364720000005,0
28087,34,45,35258,Own,Large,17379.0877,0
8270,43,79,37622,Own,Compact,26825.82631,0
19110,55,65,40084,Own,Large,28444.8903,0
22849,52,82,39519,Own,Large,28197.198310000003,0
25955,32,88,34654,Own,Large,27496.46565,0
2547,52,75,39511,Own,Compact,13854.32609,0
25927,35,49,35566,Own,Compact,45599.37075,0
12925,37,63,36108,Rent,Medium,23713.99286,0
21795,32,87,34671,Rent,Medium,26110.98918,1
10049,57,75,40435,Own,Medium,24561.365680000003,1
6913,23,91,31342,Own,Large,27481.168060000004,0
29773,50,64,39125,Own,Medium,35483.5548,0
21472,92,83,45208,Own,Medium,12716.29215,0
22347,45,57,38043,Rent,Compact,65833.81767,1
20640,53,91,39701,Rent,Compact,11427.45137,0
21028,56,83,40243,Own,Medium,11069.13764,0
16117,42,74,37386,Rent,Large,18653.07033,0
6931,55,79,40064,Own,Compact,16654.34592,0
22449,54,78,39900,Rent,Medium,22957.80395,0
26277,26,85,32586,Rent,Medium,14924.71516,0
639,37,58,36106,Rent,Compact,33239.44748,0
28010,44,43,37833,Own,Large,30600.74505,0
7245,48,20,38721,Rent,Compact,14514.0084,0
28201,35,65,35551,Own,Medium,26740.9253,0
24454,36,65,35843,Own,Medium,19421.0472,0
19231,48,89,38708,Own,Compact,14695.56945,0
16742,36,60,35826,Own,Compact,24485.64902,0
23622,72,79,42776,Own,Large,6520.394925,0
16877,35,56,35562,Own,Large,14037.64894,0
4588,43,73,37602,Rent,Large,14850.711969999998,0
2484,51,47,39320,Rent,Large,20570.65346,0
1034,42,86,37383,Rent,Compact,11923.99177,1
17372,44,30,37836,Own,Medium,13053.62161,1
24514,51,91,39310,Rent,Large,8775.906721,0
1181,37,69,36114,Own,Large,20833.83,0
4856,29,30,33656,Rent,Medium,15426.113630000002,0
10348,38,68,36369,Own,Compact,8700.588368,0
21211,56,81,40246,Rent,Large,19079.08872,0
1946,40,62,36892,Own,Large,84199.85716,0
4163,29,58,33676,Rent,Medium,13328.91984,0
26079,58,67,40611,Rent,Large,17409.210469999998,0
29248,35,59,35562,Rent,Compact,22511.63914,1
6701,32,79,34649,Rent,Compact,27971.02839,0
11385,28,82,33297,Rent,Large,26411.21272,0
27527,39,45,36628,Own,Compact,6715.353486,0
26733,33,84,34969,Rent,Large,15534.78508,0
21652,51,38,39309,Own,Large,7083.130475,0
23049,62,71,41273,Own,Medium,6146.306724,0
18734,26,94,32571,Own,Large,34334.14663,0
6056,63,76,41421,Own,Large,26345.79594,1
13195,26,77,32575,Rent,Medium,13220.86404,1
3249,51,63,39320,Rent,Compact,13854.47589,0
22413,41,65,37140,Rent,Medium,52722.60504,1
27679,39,34,36637,Rent,Medium,9406.589845,0
24401,44,70,37862,Own,Medium,24111.30302,0
26269,58,81,40599,Own,Compact,11503.00175,0
12680,70,70,42479,Own,Compact,8312.839743,0
28619,55,85,40067,Own,Medium,30224.20693,0
14822,54,62,39876,Rent,Compact,15483.53041,0
17381,57,33,40427,Own,Large,44145.07085,1
20103,45,80,38075,Own,Compact,24037.39872,0
2516,50,69,39108,Own,Large,8921.166251,0
20003,35,66,35552,Own,Medium,16644.537480000003,0
24877,44,59,37834,Own,Large,12426.4977,1
26596,37,66,36121,Rent,Medium,25451.15865,1
18297,51,94,39312,Own,Large,33733.72888,0
19844,47,81,38504,Rent,Compact,15020.11826,1
14341,60,72,40944,Own,Large,31793.45198,0
2328,69,72,42344,Rent,Large,14108.20316,0
5144,61,85,41114,Own,Compact,7444.710693999999,0
26805,47,72,38502,Rent,Large,13048.13248,1
11576,45,39,38055,Own,Compact,50147.2305,0
25260,38,83,36366,Own,Compact,36867.63464,0
23336,41,62,37141,Own,Large,41167.67011,1
26055,43,88,37617,Own,Medium,20572.16835,0
21254,41,42,37140,Own,Large,35283.26673,0
236,56,88,40250,Rent,Medium,46795.6081,0
27290,37,75,36122,Own,Large,33214.14087,0
19558,53,77,39703,Own,Large,22115.17992,0
3155,48,87,38711,Rent,Compact,40160.88473,1
18129,58,68,40608,Own,Compact,22194.48794,0
3681,40,90,36893,Rent,Large,7836.840902,0
299,41,69,37157,Rent,Large,42376.85169,0
1783,30,79,34002,Own,Compact,9783.615116,0
8217,57,50,40420,Own,Medium,14224.54579,0
25241,31,79,34342,Rent,Large,7532.552554999999,0
29795,36,75,35820,Own,Compact,33236.848739999994,0
7810,70,93,42495,Rent,Large,35253.9215,0
14632,31,90,34337,Own,Compact,20543.97705,0
18300,34,80,35271,Rent,Medium,11002.19674,1
19261,49,54,38901,Rent,Large,13425.89974,0
1492,55,69,40065,Rent,Medium,31542.035030000003,0
21823,47,60,38495,Own,Compact,28400.38165,0
9701,45,84,38071,Rent,Medium,26169.34936,0
6473,59,73,40773,Own,Medium,20619.53879,1
29331,61,81,41090,Own,Compact,4407.365022,0
13950,49,76,38908,Own,Medium,35955.03317,0
20518,46,63,38280,Own,Medium,19746.53397,0
11536,31,92,34333,Own,Large,21681.57416,1
14074,48,81,38716,Own,Medium,20297.80176,0
6737,41,34,37144,Own,Large,17160.58237,0
1077,44,63,37844,Own,Medium,29429.54675,0
25584,44,85,37833,Own,Medium,9045.6464,0
18914,35,78,35556,Own,Compact,10794.97421,0
29757,47,79,38503,Own,Large,34696.7322,0
22921,30,74,33996,Own,Large,15805.4117,0
18423,27,79,32958,Rent,Large,19698.43344,0
13250,35,94,35563,Rent,Large,11751.4763,0
10260,54,86,39889,Own,Compact,21217.89635,0
25541,61,85,41120,Rent,Medium,18109.10139,0
10051,43,84,37609,Rent,Large,25397.78292,0
19929,24,56,31790,Rent,Large,46476.9901,0
437,60,6,40964,Rent,Large,17407.56786,0
24860,59,34,40756,Rent,Compact,28268.572180000003,0
18660,41,88,37118,Own,Medium,13204.13324,0
14608,57,7,40420,Own,Large,37979.35732,0
27751,38,65,36372,Own,Medium,17040.21666,1
27503,42,51,37357,Rent,Compact,23262.73692,0
23330,28,83,33306,Rent,Large,21646.66183,1
24628,48,69,38708,Rent,Medium,33707.22791,0
11597,39,79,36632,Rent,Large,43476.01648,0
16507,66,81,41906,Rent,Medium,24771.18752,0
6203,50,82,39105,Own,Compact,23181.03478,0
25963,37,92,36104,Own,Large,24113.83645,0
1251,39,77,36638,Own,Medium,13497.21155,0
3300,56,84,40260,Rent,Large,34018.63489,0
6339,26,65,32571,Own,Medium,22682.0488,1
2316,48,75,38725,Own,Large,21482.56095,0
24557,26,94,32584,Rent,Medium,9550.468088,0
25863,31,71,34339,Rent,Medium,18530.94764,1
14617,38,62,36361,Own,Medium,29154.82759,1
12438,41,83,37133,Rent,Large,16365.43419,0
24502,46,90,38275,Own,Compact,22523.62966,1
14454,72,65,42760,Own,Large,41239.32581,1
3081,40,86,36902,Own,Compact,15961.2958,0
14030,28,71,33310,Rent,Large,18033.93763,1
11350,58,64,40591,Own,Compact,26735.18212,0
25922,42,84,37372,Own,Large,21075.917,0
21326,64,70,41583,Own,Compact,13944.36765,0
12646,34,49,35256,Rent,Compact,20410.89528,0
14648,48,68,38709,Own,Medium,20925.84871,0
7704,50,69,39136,Rent,Medium,12947.3714,0
29667,31,92,34322,Rent,Compact,25820.17561,0
12888,33,74,34955,Rent,Large,4400.8300420000005,0
8888,51,73,39303,Own,Compact,16730.33112,0
26147,49,92,38919,Rent,Large,18214.40146,1
25755,35,64,35567,Own,Compact,16747.7063,0
5451,49,18,38923,Own,Compact,18206.83123,0
10648,47,75,38492,Own,Compact,44565.89548,0
13954,39,67,36637,Own,Compact,5513.478572,0
12860,50,76,39120,Rent,Compact,8876.561066,0
8601,42,51,37373,Rent,Large,30999.497560000003,0
25538,53,66,39728,Own,Medium,18235.64694,0
15801,36,76,35831,Own,Medium,18539.53655,0
11489,31,86,34336,Own,Large,35913.15115,1
24629,54,80,39884,Own,Medium,17204.59782,0
23415,52,82,39514,Own,Large,40859.29938,0
14976,46,93,38275,Rent,Compact,9037.541438,0
26914,55,63,40083,Rent,Medium,26727.71286,0
1270,41,50,37123,Rent,Medium,13745.05302,1
730,54,50,39889,Rent,Compact,14034.21677,1
27398,53,62,39706,Own,Compact,18722.80712,0
17122,67,79,42057,Rent,Compact,27847.51585,0
9255,40,78,36887,Own,Compact,11631.56262,0
20269,23,68,31356,Rent,Large,13040.99878,0
13746,34,77,35258,Rent,Large,14768.00159,0
20875,48,70,38708,Rent,Compact,26067.86976,0
23486,52,81,39518,Own,Medium,18945.189,1
27490,31,95,34328,Rent,Compact,19117.58781,0
18438,59,90,40777,Own,Compact,33054.650610000004,0
15851,42,87,37371,Own,Compact,20051.53359,0
18697,41,49,37130,Rent,Large,10306.08168,0
19944,51,92,39298,Own,Large,27931.2006,0
3417,34,68,35259,Rent,Large,9226.441415,0
18116,35,82,35553,Own,Large,9438.396218,0
1548,46,72,38295,Rent,Medium,24293.14719,0
25245,30,95,34017,Rent,Compact,17230.78427,0
10528,46,85,38302,Own,Large,6699.34609,0
23907,38,88,36365,Own,Compact,19854.88459,0
6130,51,78,39325,Rent,Compact,24660.34007,0
14650,31,93,34338,Rent,Medium,9262.971545,0
2486,51,85,39327,Own,Compact,40972.53387,0
28799,51,62,39311,Own,Large,36221.14933,0
22852,53,95,39698,Rent,Medium,11777.56069,0
28139,38,72,36372,Rent,Medium,20854.68919,0
3777,32,74,34662,Rent,Compact,7341.855735999999,0
17191,53,90,39693,Rent,Compact,15445.64696,0
6994,34,59,35280,Rent,Medium,50098.14284,0
14101,71,88,42623,Own,Compact,28883.9709,0
11906,77,75,43427,Own,Compact,9022.532178,0
5724,28,39,33322,Rent,Compact,30808.40045,0
17221,41,71,37150,Rent,Compact,34011.62463,0
29448,28,94,33328,Rent,Medium,21758.13006,0
28616,53,51,39680,Own,Large,19641.27613,0
18233,35,72,35546,Own,Compact,6771.732099,0
20541,40,84,36878,Rent,Compact,9257.090812,1
17966,25,56,32199,Rent,Medium,19262.26127,0
15147,32,50,34660,Own,Large,21453.19492,0
6173,52,79,39513,Own,Compact,8089.303491,0
22936,47,78,38514,Own,Medium,16627.69742,0
13407,53,80,39714,Own,Medium,12540.63128,0
20048,26,68,32597,Rent,Compact,31777.121580000003,0
5517,64,52,41594,Own,Compact,32113.96035,0
9420,52,85,39521,Own,Medium,22069.07407,0
21579,33,82,34969,Rent,Medium,50316.60283,0
22725,51,85,39319,Rent,Compact,10243.70925,1
29731,47,91,38504,Own,Compact,27261.819560000004,0
4802,65,83,41743,Own,Medium,40082.47352,1
17771,52,71,39522,Own,Large,11650.86546,0
15468,52,59,39512,Rent,Large,30017.94349,0
14003,55,69,40072,Rent,Compact,40109.79985,0
983,36,71,35854,Own,Compact,30602.58712,1
9531,54,86,39884,Own,Compact,25441.97435,0
3622,44,87,37840,Rent,Medium,38271.35044,0
24375,57,90,40441,Own,Large,25753.81232,0
24400,34,75,35268,Rent,Medium,13228.94514,0
3547,55,75,40067,Rent,Compact,16129.06909,0
6851,26,77,32567,Rent,Medium,22139.3567,0
194,34,64,35268,Own,Medium,16683.05473,0
28706,28,78,33314,Rent,Large,22872.30719,0
1095,29,85,33685,Own,Large,9704.070756,0
12424,52,89,39509,Own,Large,38000.38136,0
27041,39,93,36631,Rent,Compact,11235.7105,0
6833,55,81,40078,Rent,Medium,66887.25275,0
8004,38,90,36376,Own,Compact,6256.383793,0
12779,38,90,36372,Own,Large,33522.923780000005,1
9510,23,71,31355,Rent,Compact,10339.62114,0
9513,46,87,38284,Rent,Compact,12480.24492,0
12568,48,67,38712,Own,Compact,9049.763293,0
16409,63,77,41434,Own,Compact,37773.8745,1
24200,53,79,39694,Own,Large,20837.11504,0
5078,37,55,36103,Own,Large,6511.910394,0
10192,27,94,32949,Rent,Compact,15416.66473,0
9787,46,86,38295,Own,Compact,29112.93744,0
29593,30,80,34009,Own,Large,14352.54552,0
9616,55,73,40065,Rent,Large,16363.80461,1
16903,44,89,37852,Rent,Compact,31695.45125,0
2064,49,85,38924,Own,Medium,31238.096910000004,1
9789,48,89,38711,Rent,Compact,27440.8022,0
25857,40,22,36874,Rent,Large,75449.44422,1
29809,34,84,35245,Rent,Large,14531.05873,0
10406,33,83,34966,Own,Compact,8878.149757,0
12346,51,86,39313,Own,Medium,21876.737,0
22604,30,64,34001,Rent,Medium,22406.17609,0
17500,33,43,34967,Own,Large,18470.039630000003,0
462,44,55,37864,Own,Compact,22167.64397,0
28982,29,85,33680,Rent,Large,40084.36359,0
25123,55,83,40070,Own,Medium,28571.30877,0
27131,37,81,36101,Own,Compact,24156.1503,1
27037,41,42,37140,Rent,Compact,11693.82642,0
20126,39,61,36653,Own,Compact,28349.72172,1
325,69,87,42353,Rent,Large,17320.945330000002,0
9534,51,74,39307,Rent,Medium,10899.90461,0
17174,64,78,41600,Rent,Medium,25011.76962,0
20279,33,78,34957,Rent,Compact,13689.07006,0
25,47,87,38516,Rent,Medium,36074.48477,1
6889,51,89,39326,Rent,Compact,20406.622580000003,0
2307,40,56,36891,Own,Medium,20401.22893,0
10867,49,68,38915,Own,Large,11516.18307,0
9061,51,88,39317,Rent,Large,32304.31247,0
7036,39,75,36635,Rent,Large,34633.1701,0
100,33,31,34958,Rent,Large,13118.67565,0
23780,36,68,35844,Own,Medium,19199.94421,1
18684,65,78,41743,Own,Large,16533.79814,0
10815,22,72,30913,Rent,Compact,20149.06109,0
10440,37,61,36116,Own,Large,26206.95952,0
10591,32,77,34659,Rent,Compact,39428.31339,0
1748,33,63,34960,Rent,Compact,35686.02009,0
23902,50,77,39119,Own,Large,29226.079510000003,1
14877,42,37,37383,Own,Medium,9931.29834,0
2955,31,72,34338,Rent,Large,30140.25487,0
18786,46,93,38292,Own,Compact,44894.99416,0
18139,64,77,41578,Rent,Large,32121.80657,0
1994,46,53,38279,Own,Medium,15204.831,0
10207,28,36,33327,Rent,Large,18779.10794,1
26941,34,79,35277,Rent,Large,56608.76733,0
22798,50,75,39130,Rent,Medium,18307.28322,1
1309,42,85,37370,Own,Compact,23395.40681,0
22012,47,82,38489,Rent,Medium,20163.40006,0
11816,30,93,34011,Own,Large,21893.62363,0
13238,52,82,39516,Own,Medium,16769.7786,0
15431,35,76,35541,Own,Compact,11552.19968,0
21423,45,88,38070,Own,Large,19769.23444,1
27993,33,95,34968,Rent,Large,36364.42097,0
3537,35,58,35572,Own,Medium,25724.1964,1
5012,36,55,35827,Rent,Compact,24652.34856,0
18181,57,66,40434,Own,Compact,12295.15481,0
22389,26,92,32578,Rent,Compact,8423.844785,0
17774,34,86,35266,Own,Large,15946.02717,0
14998,47,86,38478,Rent,Large,17581.40452,0
28725,37,73,36097,Own,Medium,19167.74823,0
6292,47,74,38501,Rent,Medium,12430.89932,0
8409,48,68,38700,Own,Compact,11587.56426,0
16491,30,87,34015,Rent,Medium,34999.0863,1
23776,29,87,33676,Rent,Large,13709.6685,0
27938,57,82,40428,Own,Medium,36065.95736,0
20924,62,72,41280,Own,Compact,11023.34403,0
6805,33,93,34978,Own,Large,23077.03721,0
22734,28,66,33330,Rent,Compact,12318.7563,0
22586,32,91,34656,Rent,Medium,6513.643032999999,0
17005,27,81,32948,Rent,Large,10389.09504,0
16847,30,60,34012,Own,Medium,4488.981967000001,0
26956,34,78,35257,Own,Medium,19780.2824,0
13729,32,53,34649,Own,Large,29254.78628,0
19852,37,78,36111,Own,Large,12994.30767,0
28827,38,22,36366,Own,Large,9944.20711,0
16433,35,50,35553,Own,Medium,21450.19295,0
28035,32,90,34650,Own,Medium,55889.13495,0
18417,30,84,34019,Own,Compact,12524.92994,0
14773,54,64,39889,Own,Large,19923.07626,0
10445,26,78,32587,Rent,Large,19686.85535,1
12219,34,91,35256,Own,Large,39602.86009,0
17505,49,84,38910,Own,Medium,32791.337080000005,0
10132,50,89,39115,Own,Compact,35667.23588,0
1131,39,92,36640,Own,Compact,16870.97338,0
15158,42,60,37383,Own,Large,45959.29808,0
19176,55,81,40061,Own,Large,18084.11527,0
29533,37,83,36101,Own,Large,8205.469656000001,1
22248,56,75,40240,Rent,Compact,19699.09816,0
14897,50,92,39133,Rent,Compact,33856.23987,0
22398,38,84,36360,Own,Medium,9840.275186,0
18122,31,63,34328,Rent,Medium,14263.10133,0
18411,28,77,33322,Rent,Medium,13914.96024,1
22712,33,81,34968,Rent,Medium,5086.83645,0
4217,51,43,39306,Own,Compact,5717.00138,0
5449,37,91,36099,Rent,Large,39656.42397,0
25332,37,95,36112,Own,Medium,22363.0738,0
22453,52,89,39520,Own,Compact,20779.44998,0
29735,52,55,39528,Own,Compact,20874.17574,0
16382,46,89,38280,Own,Compact,10834.44352,1
18918,70,52,42495,Own,Compact,26657.41644,0
601,28,85,33319,Rent,Medium,27836.22824,0
11306,38,80,36381,Own,Medium,7783.198065,0
10232,32,77,34654,Rent,Compact,9797.730788,0
9886,55,86,40091,Rent,Compact,24997.4138,0
8937,40,61,36907,Rent,Medium,26185.33065,1
14160,45,31,38071,Rent,Large,14430.60213,0
16930,46,68,38275,Own,Compact,18666.46441,0
9662,53,16,39693,Own,Large,19257.95915,0
29974,57,89,40423,Rent,Medium,9775.599556,0
29357,36,83,35847,Own,Medium,10899.4891,0
27300,50,77,39117,Own,Medium,41497.90765,0
20002,34,53,35268,Rent,Compact,23385.78906,0
25764,35,89,35548,Own,Large,16596.74374,0
3021,49,82,38905,Rent,Medium,9853.013523,0
1716,54,93,39873,Own,Compact,34897.16284,0
19210,39,47,36624,Rent,Compact,19529.3811,0
2048,31,87,34348,Own,Medium,21982.72434,1
20760,44,97,37848,Rent,Compact,25193.93157,1
27607,37,91,36114,Own,Medium,42113.23784,0
22100,57,47,40428,Rent,Medium,42111.1048,0
13236,30,82,34002,Own,Medium,38864.47881,0
8293,33,80,34961,Own,Compact,24658.37218,0
29569,29,86,33675,Rent,Large,23006.02531,0
9934,47,81,38509,Rent,Large,22495.25777,1
6128,32,89,34643,Own,Medium,13757.630830000002,0
29212,33,80,34962,Own,Compact,22500.22985,0
6601,43,69,37612,Own,Large,17433.6341,0
16036,41,71,37126,Rent,Large,20617.80402,0
27598,48,61,38714,Own,Medium,18213.54917,0
10216,37,74,36109,Rent,Medium,32077.17652,0
22686,45,92,38068,Rent,Large,24204.22874,0
23602,41,85,37119,Own,Large,18512.57443,0
22523,27,84,32954,Rent,Compact,13113.61029,0
20779,37,77,36118,Own,Compact,19806.74481,1
26876,55,80,40052,Own,Large,9528.646688,0
13768,41,73,37131,Rent,Medium,32229.98589,0
2632,46,69,38286,Own,Large,20445.63908,0
19024,30,75,33997,Own,Compact,5488.529665,0
24336,49,52,38929,Own,Compact,58000.78259,0
1951,42,91,37385,Own,Medium,25117.23145,0
25139,46,77,38291,Own,Medium,22348.29025,0
14598,42,95,37387,Rent,Medium,23184.4988,1
18943,47,73,38486,Rent,Large,40982.690630000005,0
8738,57,88,40431,Rent,Compact,19751.47184,0
18097,27,73,32959,Rent,Large,20778.84754,0
1108,51,70,39297,Rent,Medium,32159.03245,0
23037,69,52,42346,Own,Large,10744.57815,1
14371,47,77,38509,Own,Large,26871.19163,1
7355,32,90,34658,Own,Large,19889.97321,0
12130,78,80,43569,Rent,Medium,45622.75141,0
6549,48,70,38729,Rent,Medium,22015.07405,0
5307,29,80,33669,Rent,Medium,54911.8289,0
22510,25,47,32183,Rent,Compact,29789.47785,0
14275,39,69,36642,Rent,Compact,17114.1101,0
21960,36,90,35839,Rent,Compact,18787.44898,1
4876,43,90,37618,Own,Large,27099.7886,0
2512,42,67,37380,Own,Compact,17616.23098,0
3068,47,89,38494,Own,Compact,24558.99632,0
24442,44,72,37840,Own,Compact,11477.80353,0
18135,46,47,38280,Own,Medium,22852.138130000003,0
15529,41,34,37132,Own,Medium,12503.12722,0
7514,31,90,34347,Rent,Compact,31243.59673,0
19168,79,57,43686,Own,Large,25888.27079,0
6563,36,65,35837,Own,Large,22173.02633,1
2352,76,61,43313,Own,Compact,26973.93459,1
6356,45,94,38063,Own,Medium,21140.00599,1
11474,26,55,32577,Rent,Large,35616.51896,1
16023,46,89,38254,Own,Large,15092.007780000002,0
23462,50,90,39130,Own,Large,32593.21279,0
21851,61,81,41091,Rent,Medium,26544.9156,1
19467,60,89,40939,Rent,Medium,17266.0956,0
3993,28,83,33327,Rent,Compact,19063.19535,0
9074,42,71,37369,Own,Large,19516.99984,0
21099,27,89,32954,Rent,Large,10866.31858,0
22835,43,43,37627,Rent,Medium,10180.77422,0
25723,50,91,39115,Rent,Large,30931.09489,0
16340,54,70,39901,Rent,Compact,27446.67645,0
2825,56,81,40240,Own,Medium,11984.78496,0
16328,43,89,37629,Rent,Large,13788.05822,0
3247,51,86,39324,Rent,Medium,31207.43865,0
28879,42,71,37387,Own,Medium,13899.9635,0
9280,49,63,38926,Own,Compact,10541.34432,0
3042,22,77,30920,Rent,Compact,30674.0163,0
9671,34,87,35252,Own,Large,22372.5929,1
19368,21,54,30432,Rent,Medium,27153.81014,0
13963,38,86,36368,Own,Medium,26569.20819,0
19928,48,86,38713,Rent,Compact,47990.71553,0
12173,54,82,39884,Own,Large,10256.9599,0
6322,40,79,36875,Own,Compact,12733.82755,0
21833,37,91,36099,Rent,Large,16676.53171,0
5927,37,76,36100,Own,Large,11180.29524,0
10403,49,89,38903,Own,Medium,37234.532210000005,0
8763,22,88,30913,Rent,Compact,24512.48406,0
14564,32,82,34657,Own,Large,23636.532580000003,0
5037,40,62,36875,Own,Medium,14322.010580000002,1
7395,60,85,40941,Rent,Large,12790.66935,0
15819,67,90,42042,Own,Medium,18922.98585,0
3280,32,80,34640,Own,Compact,11062.55683,0
11548,51,69,39302,Own,Large,39165.06923,0
19093,44,72,37852,Own,Compact,30329.37353,1
29363,40,55,36903,Rent,Large,28969.82763,0
10966,51,91,39332,Own,Large,26683.22312,0
24130,66,63,41902,Own,Compact,25217.62284,0
8298,46,76,38278,Own,Medium,27109.15102,0
19146,23,75,31360,Own,Large,45135.6776,0
10862,43,91,37609,Rent,Large,25096.476280000003,0
20466,71,44,42637,Own,Large,16816.60074,0
11704,33,45,34968,Rent,Medium,34659.69717,1
10691,43,83,37604,Rent,Compact,23786.09445,0
18503,40,87,36894,Own,Large,28459.7002,1
5243,48,54,38733,Own,Large,19879.66128,0
10036,32,87,34672,Rent,Compact,4217.325345,0
19446,33,65,34959,Rent,Compact,57488.421460000005,0
24172,43,73,37618,Own,Large,46885.73275,0
4732,31,93,34351,Own,Compact,12759.09384,0
17165,34,84,35244,Own,Compact,12320.50267,0
13815,58,85,40608,Own,Compact,19358.94222,0
27798,49,81,38940,Rent,Large,23138.4529,0
21489,23,86,31337,Rent,Compact,18031.57767,0
22695,40,79,36893,Own,Compact,22286.57149,0
15945,50,93,39116,Own,Large,26571.94764,0
11031,44,87,37853,Own,Compact,30337.14489,0
10066,47,72,38499,Own,Large,25354.78276,0
4179,34,89,35256,Own,Medium,43131.63311,0
28650,55,79,40073,Own,Compact,26688.99968,1
21826,34,96,35253,Rent,Medium,24859.16711,0
13904,34,77,35246,Own,Medium,24046.73037,0
28766,21,93,30438,Rent,Compact,8909.961263,0
4150,38,81,36359,Own,Compact,14935.86164,0
4807,51,76,39335,Own,Large,33494.99677,0
6487,45,81,38063,Own,Compact,12752.01935,0
21951,22,75,30901,Rent,Large,65361.45291,0
1114,64,57,41575,Own,Medium,27028.40241,0
10411,29,82,33683,Rent,Large,22488.38744,0
15885,49,88,38909,Rent,Medium,17835.24141,0
22769,46,95,38275,Rent,Medium,28086.119410000003,0
2469,47,67,38497,Own,Large,36901.46743,0
9327,58,86,40592,Own,Large,26213.04439,0
25496,51,78,39332,Own,Compact,8528.224004000002,0
19972,30,69,34000,Rent,Compact,31073.9294,0
21804,25,69,32193,Own,Compact,19806.71955,0
19828,36,78,35833,Rent,Compact,20751.9653,0
27438,29,81,33682,Rent,Compact,25107.625330000003,0
25364,69,83,42337,Own,Medium,35849.18679,0
20843,35,81,35562,Own,Large,21147.19326,0
23620,53,59,39713,Own,Medium,24073.51542,0
8917,50,64,39120,Own,Medium,3489.009806,0
20281,49,49,38918,Own,Large,13599.3236,0
9874,45,68,38075,Rent,Compact,45317.502360000006,0
26526,39,86,36650,Rent,Compact,20587.22045,0
29060,40,56,36904,Own,Compact,17894.04185,1
22313,55,70,40064,Own,Medium,22343.28466,0
18011,52,77,39525,Own,Large,28675.04431,0
8262,35,84,35566,Rent,Medium,22608.83278,0
5452,27,89,32946,Rent,Large,15009.36229,1
2304,38,79,36402,Rent,Large,29794.62508,0
21224,41,70,37149,Own,Large,28784.17725,0
25518,38,85,36376,Rent,Large,19170.6273,0
10172,44,67,37832,Rent,Medium,18503.48866,0
20209,52,69,39510,Own,Large,14302.47172,0
24848,42,85,37389,Own,Large,21918.63869,1
20013,43,28,37611,Rent,Large,10722.12115,0
24997,56,79,40264,Own,Compact,11401.08685,0
22897,58,61,40609,Own,Compact,22714.30833,0
2900,33,78,34944,Own,Large,16165.30131,1
418,55,54,40071,Own,Compact,18929.16505,0
20464,29,42,33678,Rent,Large,57144.01278,1
9832,35,71,35539,Own,Medium,17724.63875,0
20087,58,81,40598,Own,Compact,22014.09956,0
557,47,57,38500,Own,Compact,22126.2788,0
1785,68,80,42213,Own,Medium,43377.45706,0
5949,42,70,37376,Rent,Medium,41996.950130000005,0
14011,42,70,37376,Own,Medium,25865.40531,0
22724,36,85,35823,Own,Large,23040.0845,0
2313,51,37,39311,Own,Compact,48518.89263,0
5305,33,60,34968,Own,Medium,32339.952760000004,1
28977,38,66,36377,Rent,Medium,20832.09202,0
18972,31,81,34333,Own,Compact,30158.92076,0
14694,51,61,39304,Own,Medium,8483.371543000001,0
2580,48,86,38734,Rent,Large,40287.03756,0
23231,54,43,39901,Rent,Large,28892.076360000003,0
26534,59,63,40788,Own,Compact,16743.805969999998,1
13208,47,71,38514,Rent,Medium,24126.57917,0
8050,73,78,42902,Rent,Compact,19146.03623,0
20622,50,75,39109,Own,Compact,29342.024660000003,0
16066,32,74,34675,Rent,Medium,15809.89199,0
4944,53,85,39702,Own,Medium,23953.70678,0
14446,29,55,33682,Rent,Medium,33041.18728,0
11056,39,73,36631,Own,Compact,25352.31006,0
26684,39,74,36632,Rent,Medium,10711.11154,0
3820,43,75,37607,Own,Compact,27750.4104,0
17799,28,64,33328,Rent,Large,28143.2948,0
24465,65,79,41736,Own,Compact,17730.50209,0
27630,42,60,37379,Rent,Compact,41981.94368,0
3881,45,91,38053,Own,Medium,13291.79476,0
25905,73,66,42903,Rent,Medium,6533.817043999999,0
2610,41,54,37141,Own,Compact,27583.97172,0
14451,43,85,37589,Own,Medium,44367.8319,0
14245,37,73,36100,Own,Large,23179.88737,0
27935,51,97,39311,Own,Medium,20368.60396,1
8228,47,65,38505,Own,Medium,19525.73373,0
29090,56,49,40242,Own,Compact,25885.49871,0
16918,61,96,41110,Rent,Large,29006.25074,0
23153,39,55,36619,Rent,Large,28152.37504,1
12371,52,58,39503,Rent,Medium,18907.88562,0
8197,47,58,38499,Own,Large,7430.275191,0
3695,39,87,36631,Own,Compact,21444.68124,0
5103,54,94,39909,Own,Large,26428.20818,0
22300,47,77,38517,Own,Large,17705.615019999997,0
10816,23,81,31351,Rent,Compact,59835.83113,0
28105,37,77,36102,Rent,Large,23429.2607,0
24681,36,69,35834,Own,Compact,10395.93881,0
